word,ipa,cv,cv_2,freq
শঙ্খ,ʃ ɔ ŋ . kʰ o,cvc.cv,cvc.cv,2
কুঞ্জ,k u n . ɟ o,cvc.cv,cvc.cv,2
সাজাও,s a . ɟ a o̯,cv.cvv,cv.cv,2
গাইবে,g a i̯ . b e,cvv.cv,cv.cv,2
যত্ন,ɟ ɔ t̪ . n o,cvc.cv,cvc.cv,2
কণ্ঠের,k ɔ n . tʰ e r,cvc.cvc,cvc.cvc,2
বেশী,b e . ʃ i,cv.cv,cv.cv,2
পত্র,p ɔ t̪ . r o,cvc.cv,cvc.cv,2
হাই,h a i̯,cvv,cv,2
আড়মোড়া,a ɽ . m o . ɽ a,vc.cv.cv,vc.cv.cv,2
নন,n ɔ n,cvc,cvc,2
বারে,b a . r e,cv.cv,cv.cv,2
সমচ্চারিত,ʃ ɔ . m o c . c a . r i . t̪ o,cv.cvc.cv.cv.cv,cv.cvc.cv.cv.cv,2
তালিকা,t̪ a . l i . k a,cv.cv.cv,cv.cv.cv,2
অজ্ঞাত,ɔ g . g æ̃ . t̪ o,vc.cv.cv,vc.cv.cv,2
অবজ্ঞাত,ɔ . b o g . g æ̃ . t̪ o,v.cvc.cv.cv,v.cvc.cv.cv,2
তুচ্ছ,t̪ u c . cʰ o,cvc.cv,cvc.cv,2
বহুদিন,b o . h u . d̪ i n,cv.cv.cvc,cv.cv.cvc,1
ভোরের,bʰ o . r e r,cv.cvc,cv.cvc,1
মোহনিয়া,m o . h o . n i . ʲ a,cv.cv.cv.cv,cv.cv.cv.cv,1
হার,h a r,cvc,cvc,1
লাগা,l a . g a,cv.cv,cv.cv,1
সম্বিত,ʃ ɔ m . b i t̪,cvc.cvc,cvc.cvc,1
ভাইয়ার,bʰ a i̯ . ʲ a r,cvv.cvc,cv.cvc,1
ডাকে,d a . k e,cv.cv,cv.cv,1
দিক,d̪ i k,cvc,cvc,1
পূর্বদিক,p u r . b o . d̪ i k,cvc.cv.cvc,cvc.cv.cvc,1
উঠেছে,u . tʰ e . cʰ e,v.cv.cv,v.cv.cv,1
পড়েছি,p o . ɽ e . cʰ i,cv.cv.cv,cv.cv.cv,1
বিসিএসের,b i . s i . e . s e r,cv.cv.v.cvc,cv.cv.v.cvc,1
ভাইভার,bʰ a i̯ . bʰ a r,cvv.cvc,cv.cvc,1
এগিয়ে,e . g i . ʲ e,v.cv.cv,v.cv.cv,1
টেনশন,t e n . ʃ o n,cvc.cvc,cvc.cvc,1
বুড়ি,b u . r i,cv.cv,cv.cv,1
দেখবি,d̪ e kʰ . b i,cvc.cv,cvc.cv,1
ভালোটাই,bʰ a . l o . t a i̯,cv.cv.cvv,cv.cv.cv,1
অক্লান্ত,ɔ . k l a n . t̪ o,v.ccvc.cv,v.ccvc.cv,1
বৃথা,b r i . t̪ʰ a,ccv.cv,ccv.cv,1
কেষ্ট,k e ʃ . t o,cvc.cv,cvc.cv,1
ছাদের,cʰ a . d̪ e r,cv.cvc,cv.cvc,1
এক্সারসাইজ,e k . s a r . s a i̯ ɟ,vc.cvc.cvvc,vc.cvc.cvc,1
বিষণ্ন,b i . ʃ ɔ n . n o,cv.cvc.cv,cv.cvc.cv,1
পোষা,p o . ʃ a,cv.cv,cv.cv,1
শালিক,ʃ a . l i k,cv.cvc,cv.cvc,1
শিষ,ʃ i ʃ,cvc,cvc,1
দেখলেই,d̪ e kʰ . l e i̯,cvc.cvv,cvc.cv,1
বিচলিত,b i . c o . l i . t̪ o,cv.cv.cv.cv,cv.cv.cv.cv,1
বেড়িয়ে,b e . ɽ i . ʲ e,cv.cv.cv,cv.cv.cv,1
বন্দিদশা,b o n . d̪ i . d̪ ɔ . ʃ a,cvc.cv.cv.cv,cvc.cv.cv.cv,1
ওরও,o r . o,vc.v,vc.v,1
খাঁচায়,kʰ ã . c a ʲ,cv.cvc,cv.cvc,1
বোঝালো,b o . ɟʰ a . l o,cv.cv.cv,cv.cv.cv,1
এনে,e . n e,v.cv,v.cv,1
আশ্বাসও,a ʃ . ʃ a ʃ . o,vc.cvc.v,vc.cvc.v,1
দিলো,d̪ i . l o,cv.cv,cv.cv,1
সামলাতে,ʃ a m . l a . t̪ e,cvc.cv.cv,cvc.cv.cv,1
সঙ্গেই,ʃ ɔ ŋ . g e i̯,cvc.cvv,cvc.cv,1
আটকে,a t . k e,vc.cv,vc.cv,1
ঘাপটি,gʰ a p . t i,cvc.cv,cvc.cv,1
খাঁচাটার,kʰ ã . c a . t a r,cv.cv.cvc,cv.cv.cvc,1
কেঁদেছিলাম,k ẽ . d̪ e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,1
পাখিটাকে,p a . kʰ i . t a . k e,cv.cv.cv.cv,cv.cv.cv.cv,1
পাখিটার,p a . kʰ i . t a r,cv.cv.cvc,cv.cv.cvc,1
বয়স,b ɔ ʲ . o ʃ,cvc.vc,cvc.vc,1
দেড়,d̪ e ɽ,cvc,cvc,1
ঠিকমতো,tʰ i k . m ɔ . t̪ o,cvc.cv.cv,cvc.cv.cv,1
উড়তেও,u ɽ . t̪ e o̯,vc.cvv,vc.cv,1
শেখেনি,ʃ e . kʰ e . n i,cv.cv.cv,cv.cv.cv,1
দুর্ঘটনার,d̪ u r . gʰ ɔ . t o . n a r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
আশঙ্কায়,a . ʃ ɔ ŋ . k a ʲ,v.cvc.cvc,v.cvc.cvc,1
কুঁকড়ে,k ũ k . ɽ e,cvc.cv,cvc.cv,1
গেছিলাম,g e . cʰ i . l a m,cv.cv.cvc,cv.cv.cvc,1
ছোট্ট,cʰ o t . t o,cvc.cv,cvc.cv,1
কমই,k ɔ m . i,cvc.v,cvc.v,1
হয়েছি,h o . ʲ e . cʰ i,cv.cv.cv,cv.cv.cv,1
পাখিটাও,p a . kʰ i . t a o̯,cv.cv.cvv,cv.cv.cv,1
বন্দিদশাকে,b o n . d̪ i . d̪ ɔ . ʃ a . k e,cvc.cv.cv.cv.cv,cvc.cv.cv.cv.cv,1
ভালোবেসে,bʰ a . l o . b e . ʃ e,cv.cv.cv.cv,cv.cv.cv.cv,1
ফেলেছে,pʰ e . l e . cʰ e,cv.cv.cv,cv.cv.cv,1
কাঁধে,k ã . d̪ʰ e,cv.cv,cv.cv,1
চেনা,c e . n a,cv.cv,cv.cv,1
কোমল,k o . m o l,cv.cvc,cv.cvc,1
স্পর্শ,s p ɔ r . ʃ o,ccvc.cv,ccvc.cv,1
তাকাতে,t̪ a . k a . t̪ e,cv.cv.cv,cv.cv.cv,1
এসেছেন,e . ʃ e . cʰ e n,v.cv.cvc,v.cv.cvc,1
প্রশ্রয়ের,p r o s . r ɔ ʲ . e r,ccvc.cvc.vc,ccvc.cvc.vc,1
আমারা,a . m a . r a,v.cv.cv,v.cv.cv,1
স্বাধীনভাবে,ʃ a . d̪ʰ i n . bʰ a . b e,cv.cvc.cv.cv,cv.cvc.cv.cv,1
আলতোভাবে,a l . t̪ o . bʰ a . b e,vc.cv.cv.cv,vc.cv.cv.cv,1
মুঠোর,m u . tʰ o r,cv.cvc,cv.cvc,1
ভেবো,bʰ e . b o,cv.cv,cv.cv,1
তারাই,t̪ a . r a i̯,cv.cvv,cv.cv,1
সাফল্য,ʃ a . pʰ o l . l o,cv.cvc.cv,cv.cvc.cv,1
অর্জনে,ɔ r . ɟ o . n e,vc.cv.cv,vc.cv.cv,1
নিশ্চিত,n i ʃ . c i . t̪ o,cvc.cv.cv,cvc.cv.cv,1
সৎসাহস,ʃ ɔ t̪ . ʃ a . h o ʃ,cvc.cv.cvc,cvc.cv.cvc,1
নও,n ɔ o̯,cvv,cv,1
সবটুকু,ʃ ɔ b . t u . k u,cvc.cv.cv,cvc.cv.cv,1
করেছো,k o . r e . cʰ o,cv.cv.cv,cv.cv.cv,1
বাকিটা,b a . k i . t a,cv.cv.cv,cv.cv.cv,1
সৃষ্টিকর্তার,s r i ʃ . t i . k ɔ r . t̪ a r,ccvc.cv.cvc.cvc,ccvc.cv.cvc.cvc,1
চলো,c ɔ . l o,cv.cv,cv.cv,1
প্রশান্তিতে,p r o . ʃ a n . t̪ i . t̪ e,ccv.cvc.cv.cv,ccv.cvc.cv.cv,1
উঠলো,u tʰ . l o,vc.cv,vc.cv,1
চেহারা,c e . h a . r a,cv.cv.cv,cv.cv.cv,1
এটুকু,e . t u . k u,v.cv.cv,v.cv.cv,1
মানুষটাই,m a . n u ʃ . t a i̯,cv.cvc.cvv,cv.cvc.cv,1
ভরসা,bʰ ɔ . r o . ʃ a,cv.cv.cv,cv.cv.cv,1
শুনছিলাম,ʃ u n . cʰ i . l a m,cvc.cv.cvc,cvc.cv.cvc,1
দোকানে,d̪ o . k a . n e,cv.cv.cv,cv.cv.cv,1
প্রতিবেশীদের,p r o . t̪ i . b e . ʃ i . d̪ e r,ccv.cv.cv.cv.cvc,ccv.cv.cv.cv.cvc,1
পাঠাবেন,p a . tʰ a . b e n,cv.cv.cvc,cv.cv.cvc,1
হা,h a,cv,cv,1
আল্লাহর,a l . l a h r,vc.cvcc,vc.cvcc,1
করছেন,k o r . cʰ e n,cvc.cvc,cvc.cvc,1
ক্যাডারশিপ,k æ . d a r . ʃ i p,cv.cvc.cvc,cv.cvc.cvc,1
দৃঢ়,d̪ r i . ɽʰ o,ccv.cv,ccv.cv,1
আল্লাহ,a l . l a h,vc.cvc,vc.cvc,1
কবুল,k o . b u l,cv.cvc,cv.cvc,1
সরল,ʃ ɔ . r o l,cv.cvc,cv.cvc,1
কোনোকিছুই,k o . n o . k i . cʰ u i̯,cv.cv.cv.cvv,cv.cv.cv.cv,1
জটিল,ɟ o . t i l,cv.cvc,cv.cvc,1
শেখেননি,ʃ e . kʰ e n . n i,cv.cvc.cv,cv.cvc.cv,1
সরলতার,ʃ ɔ . r o . l ɔ . t̪ a r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
বেগ,b e g,cvc,cvc,1
নিয়েছেন,n i . ʲ e . cʰ e n,cv.cv.cvc,cv.cv.cvc,1
কোনোদিন,k o . n o . d̪ i n,cv.cv.cvc,cv.cv.cvc,1
শুনিনি,ʃ u . n i . n i,cv.cv.cv,cv.cv.cv,1
করেছিলেন,k o . r e . cʰ i . l e n,cv.cv.cv.cvc,cv.cv.cv.cvc,1
তেমনি,t̪ e m . n i,cvc.cv,cvc.cv,1
আব্বুকে,a b . b u . k e,vc.cv.cv,vc.cv.cv,1
বাজারের,b a . ɟ a . r e r,cv.cv.cvc,cv.cv.cvc,1
লিস্টের,l i s . t e r,cvc.cvc,cvc.cvc,1
দিচ্ছিলেন,d̪ i c . cʰ i . l e n,cvc.cv.cvc,cvc.cv.cvc,1
মহাভোজের,m ɔ . h a . bʰ o . ɟ e r,cv.cv.cv.cvc,cv.cv.cv.cvc,1
আয়োজন,a ʲ . o . ɟ o n,vc.v.cvc,vc.v.cvc,1
বাজে,b a . ɟ e,cv.cv,cv.cv,1
পাব,p a . b o,cv.cv,cv.cv,1
কাটতে,k a t . t̪ e,cvc.cv,cvc.cv,1
চাচ্ছে,c a c . cʰ e,cvc.cv,cvc.cv,1
মিনিটের,m i . n i . t e r,cv.cv.cvc,cv.cv.cvc,1
ন্যানো,n æ . n o,cv.cv,cv.cv,1
ক্ষুদ্রাতিক্ষুদ্র,kʰ u d̪ . d̪ r a . t̪ i . kʰ u d̪ . d̪ r o,cvc.ccv.cv.cvc.ccv,cvc.ccv.cv.cvc.ccv,1
অংশে,ɔ ŋ . ʃ e,vc.cv,vc.cv,1
বিভক্ত,b i . bʰ ɔ k . t̪ o,cv.cvc.cv,cv.cvc.cv,1
শিরা,ʃ i . r a,cv.cv,cv.cv,1
উপশিরা,u . p o . ʃ i . r a,v.cv.cv.cv,v.cv.cv.cv,1
রক্তবিন্দুর,r ɔ k . t̪ o . b i n . d̪ u r,cvc.cv.cvc.cvc,cvc.cv.cvc.cvc,1
মুহূর্ত,m u . h u r . t̪ o,cv.cvc.cv,cv.cvc.cv,1
ব্লাড,b l a d,ccvc,ccvc,1
প্রেশারও,p r e . ʃ a r . o,ccv.cvc.v,ccv.cvc.v,1
কতক্ষণ,k ɔ . t̪ o k . kʰ ɔ n,cv.cvc.cvc,cv.cvc.cvc,1
চড়,c ɔ ɽ,cvc,cvc,1
ভেংচি,bʰ e ŋ . c i,cvc.cv,cvc.cv,1
গেজেটের,g e . ɟ e . t e r,cv.cv.cvc,cv.cv.cvc,1
কানকে,k a n . k e,cvc.cv,cvc.cv,1
আব্বু,a b . b u,vc.cv,vc.cv,1
মিটমিট,m i t . m i t,cvc.cvc,cvc.cvc,1
হাসছেন,h a ʃ . cʰ e n,cvc.cvc,cvc.cvc,1
গলার,g ɔ . l a r,cv.cvc,cv.cvc,1
পরিচিতদের,p o . r i . c i . t̪ o . d̪ e r,cv.cv.cv.cv.cvc,cv.cv.cv.cv.cvc,1
সোজা,ʃ o . ɟ a,cv.cv,cv.cv,1
দরজাটা,d̪ ɔ r . ɟ a . t a,cvc.cv.cv,cvc.cv.cv,1
সুখের,ʃ u . kʰ e r,cv.cvc,cv.cvc,1
সুখও,ʃ u kʰ . o,cvc.v,cvc.v,1
অ্যাঁ,æ̃,v,v,1
সহজে,ʃ ɔ . h o . ɟ e,cv.cv.cv,cv.cv.cv,1
ছাড়,cʰ a ɽ,cvc,cvc,1
পাচ্ছেন,p a c . cʰ e n,cvc.cvc,cvc.cvc,1
অভাজন,ɔ . bʰ a . ɟ o n,v.cv.cvc,v.cv.cvc,1
পারেন,p a . r e n,cv.cvc,cv.cvc,1
কার,k a r,cvc,cvc,1
শিখেছেন,ʃ i . kʰ e . cʰ e n,cv.cv.cvc,cv.cv.cvc,1
যতই,ɟ ɔ . t̪ o i̯,cv.cvv,cv.cv,1
কোথা,k o . t̪ʰ a,cv.cv,cv.cv,1
আদৌ,a . d̪ o u̯,v.cvv,v.cv,1
গুরু,g u . r u,cv.cv,cv.cv,1
মানেন,m a . n e n,cv.cvc,cv.cvc,1
কাদের,k a . d̪ e r,cv.cvc,cv.cvc,1
ততই,t̪ ɔ . t̪ o i̯,cv.cvv,cv.cv,1
প্রতিভাবান,p r o . t̪ i . bʰ a . b a n,ccv.cv.cv.cvc,ccv.cv.cv.cvc,1
বটবৃক্ষ,b ɔ . t o . b r i k . kʰ o,cv.cv.ccvc.cv,cv.cv.ccvc.cv,1
ভক্তদের,bʰ ɔ k . t̪ o . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
হতাশার,h ɔ . t̪ a . ʃ a r,cv.cv.cvc,cv.cv.cvc,1
সুনাম,ʃ u . n a m,cv.cvc,cv.cvc,1
অন্যরা,o n . n o . r a,vc.cv.cv,vc.cv.cv,1
বেড়ায়,b æ . ɽ a ʲ,cv.cvc,cv.cvc,1
বিবেক,b i . b e k,cv.cvc,cv.cvc,1
কারা,k a . r a,cv.cv,cv.cv,1
সম্পর্কে,ʃ ɔ m . p ɔ r . k e,cvc.cvc.cv,cvc.cvc.cv,1
কতটুকু,k ɔ . t̪ o . t u . k u,cv.cv.cv.cv,cv.cv.cv.cv,1
কীসে,k i . ʃ e,cv.cv,cv.cv,1
কবে,k ɔ . b e,cv.cv,cv.cv,1
মেঘ,m e gʰ,cvc,cvc,1
অচিরেই,ɔ . c i . r e i̯,v.cv.cvv,v.cv.cv,1
মুষুলধারায়,m u . ʃ u l . d̪ʰ a . r a ʲ,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
নামবে,n a m . b e,cvc.cv,cvc.cv,1
আষাঢ়,a . ʃ a ɽ,v.cvc,v.cvc,1
স্যাঁতস্যাঁতে,ʃ æ̃ t̪ . ʃ æ̃ . t̪ e,cvc.cv.cv,cvc.cv.cv,1
ভাদ্র,bʰ a d̪ . r o,cvc.cv,cvc.cv,1
রোদও,r o d̪ . o,cvc.v,cvc.v,1
বৃষ্টিও,b r i ʃ . t i . o,ccvc.cv.v,ccvc.cv.v,1
সাদার,ʃ a . d̪ a r,cv.cvc,cv.cvc,1
মোহময়,m o . h o . m ɔ ʲ,cv.cv.cvc,cv.cv.cvc,1
পরিবেশকে,p o . r i . b e ʃ . k e,cv.cv.cvc.cv,cv.cv.cvc.cv,1
ঢেকে,dʰ e . k e,cv.cv,cv.cv,1
দুধ,d̪ u d̪ʰ,cvc,cvc,1
শুভ্রতায়,ʃ u b . bʰ r o . t̪ a ʲ,cvc.ccv.cvc,cvc.ccv.cvc,1
মুড়ে,m u . ɽ e,cv.cv,cv.cv,1
প্রান্তরের,p r a n . t̪ ɔ . r e r,ccvc.cv.cvc,ccvc.cv.cvc,1
প্রান্তর,p r a n . t̪ ɔ r,ccvc.cvc,ccvc.cvc,1
ফাল্গুন,pʰ a l . g u n,cvc.cvc,cvc.cvc,1
মুষলধারায়,m u . ʃ ɔ l . d̪ʰ a . r a ʲ,cv.cvc.cv.cvc,cv.cvc.cv.cvc,1
বাইরেটাও,b a i̯ . r e . t a . o,cvv.cv.cv.v,cv.cv.cv.v,1
সংক্ষিপ্ত,ʃ ɔ ŋ . kʰ i p . t̪ o,cvc.cvc.cv,cvc.cvc.cv,1
সময়ের,ʃ ɔ . m ɔ . ʲ e r,cv.cv.cvc,cv.cv.cvc,1
থইথই,t̪ʰ o i̯ . t̪ʰ o i̯,cvv.cvv,cv.cv,1
ভিজতে,bʰ i ɟ . t̪ e,cvc.cv,cvc.cv,1
লাগাই,l a . g a i̯,cv.cvv,cv.cv,1
বংশপরম্পরায়,b ɔ ŋ . ʃ o . p ɔ . r o m . p ɔ . r a ʲ,cvc.cv.cv.cvc.cv.cvc,cvc.cv.cv.cvc.cv.cvc,1
বাজখাঁই,b a ɟ . kʰ ã i̯,cvc.cvv,cvc.cv,1
গলাকে,g ɔ . l a . k e,cv.cv.cv,cv.cv.cv,1
তাছাড়া,t̪ a . cʰ a . ɽ a,cv.cv.cv,cv.cv.cv,1
ঘণ্টাখানেক,gʰ ɔ n . t a . kʰ a . n e k,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
তখনকার,t̪ ɔ . kʰ o n . k a r,cv.cvc.cvc,cv.cvc.cvc,1
বৃষ্টিপর্বের,b r i ʃ . t i . p ɔ r . b e r,ccvc.cv.cvc.cvc,ccvc.cv.cvc.cvc,1
ভাবলাম,bʰ a b . l a m,cvc.cvc,cvc.cvc,1
হেঁটে,h ẽ . t e,cv.cv,cv.cv,1
বিশুদ্ধ,b i . ʃ u d̪ . d̪ʰ o,cv.cvc.cv,cv.cvc.cv,1
ছেলেবেলা,cʰ e . l e . b æ . l a,cv.cv.cv.cv,cv.cv.cv.cv,1
গাছগুলোর,g a cʰ . g u . l o r,cvc.cv.cvc,cvc.cv.cvc,1
নাড়া,n a . ɽ a,cv.cv,cv.cv,1
একে,e . k e,v.cv,v.cv,1
অন্যকে,o n . n o . k e,vc.cv.cv,vc.cv.cv,1
ভিজিয়ে,bʰ i . ɟ i . ʲ e,cv.cv.cv,cv.cv.cv,1
গলির,g o . l i r,cv.cvc,cv.cvc,1
অমনি,o m . n i,vc.cv,vc.cv,1
পিছলে,p i cʰ . l e,cvc.cv,cvc.cv,1
খেলাম,kʰ e . l a m,cv.cvc,cv.cvc,1
পেয়েছিলাম,p e . ʲ e . cʰ i . l a m,cv.cv.cv.cvc,cv.cv.cv.cvc,1
কর্মীদের,k ɔ r . m i . d̪ e r,cvc.cv.cvc,cvc.cv.cvc,1
কয়টা,k ɔ ʲ . t a,cvc.cv,cvc.cv,1
প্রাণপ্রিয়,p r a n . p r i . ʲ o,ccvc.ccv.cv,ccvc.ccv.cv,1
নেত্রী,n e t̪ . t̪ r i,cvc.ccv,cvc.ccv,1
উন্নয়নের,u n . n ɔ . ʲ o . n e r,vc.cv.cv.cvc,vc.cv.cv.cvc,1
টাকার,t a . k a r,cv.cvc,cv.cvc,1
পাতিনেতারা,p a . t̪ i . n e . t̪ a . r a,cv.cv.cv.cv.cv,cv.cv.cv.cv.cv,1
ব্যয়ে,b æ . ʲ e,cv.cv,cv.cv,1
হজম,h ɔ . ɟ o m,cv.cvc,cv.cvc,1
উন্নয়ন,u n . n ɔ . ʲ o n,vc.cv.cvc,vc.cv.cvc,1
বাটপারে,b a t . p a . r e,cvc.cv.cv,cvc.cv.cv,1
দেশটা,d̪ e ʃ . t a,cvc.cv,cvc.cv,1
নানাপ্রকার,n a . n a . p r o . k a r,cv.cv.ccv.cvc,cv.cv.ccv.cvc,1
গালিগালাজ,g a . l i . g a . l a ɟ,cv.cv.cv.cvc,cv.cv.cv.cvc,1
অবশেষে,ɔ . b o . ʃ e . ʃ e,v.cv.cv.cv,v.cv.cv.cv,1
দাঁড়ালাম,d̪ ã . ɽ a . l a m,cv.cv.cvc,cv.cv.cvc,1
মচকে,m o c . k e,cvc.cv,cvc.cv,1
ব্যথাও,b æ . t̪ʰ a o̯,cv.cvv,cv.cv,1
এমনভাবে,æ . m o n . bʰ a . b e,v.cvc.cv.cv,v.cvc.cv.cv,1
দুঃখে,d̪ u k . kʰ e,cvc.cv,cvc.cv,1
ফিরলাম,pʰ i r . l a m,cvc.cvc,cvc.cvc,1
দোষ,d̪ o ʃ,cvc,cvc,1
সাবধানে,ʃ a b . d̪ʰ a . n e,cvc.cv.cv,cvc.cv.cv,1
ফেলতে,pʰ e l . t̪ e,cvc.cv,cvc.cv,1
দোষকে,d̪ o ʃ . k e,cvc.cv,cvc.cv,1
স্বভাব,ʃ ɔ . bʰ a b,cv.cvc,cv.cvc,1
ভয়ও,bʰ ɔ ʲ . o,cvc.v,cvc.v,1
রাগারাগি,r a . g a . r a . g i,cv.cv.cv.cv,cv.cv.cv.cv,1
এল,e . l o,v.cv,v.cv,1
খুড়িয়ে,kʰ u . ɽ i . ʲ e,cv.cv.cv,cv.cv.cv,1
খুঁড়িয়ে,kʰ ũ . ɽ i . ʲ e,cv.cv.cv,cv.cv.cv,1
হাঁটা,h ã . t a,cv.cv,cv.cv,1
ভাবা,bʰ a . b a,cv.cv,cv.cv,1
লোভ,l o bʰ,cvc,cvc,1
দেখালাম,d̪ æ . kʰ a . l a m,cv.cv.cvc,cv.cv.cvc,1
ফুচকা,pʰ u c . k a,cvc.cv,cvc.cv,1
খাওয়াব,kʰ a o̯ . ʷ a . b o,cvv.cv.cv,cv.cv.cv,1
ব্যাপারটা,b æ . p a r . t a,cv.cvc.cv,cv.cvc.cv,1
মিটে,m i . t e,cv.cv,cv.cv,1
বোনও,b o n . o,cvc.v,cvc.v,1
বিশ্ববাটপার,b i ʃ . ʃ o . b a t . p a r,cvc.cv.cvc.cvc,cvc.cv.cvc.cvc,1
বুঝিনি,b u . ɟʰ i . n i,cv.cv.cv,cv.cv.cv,1
পৌঁছাতেই,p õ u̯ . cʰ a . t̪ e i̯,cvv.cv.cvv,cv.cv.cv,1
তুলল,t̪ u l . l o,cvc.cv,cvc.cv,1
বারান্দাতেই,b a . r a n . d̪ a . t̪ e i̯,cv.cvc.cv.cvv,cv.cvc.cv.cv,1
ওকেও,o . k e o̯,v.cvv,v.cv,1
উঁচু,ũ . c u,v.cv,v.cv,1
ধমক,d̪ʰ ɔ . m o k,cv.cvc,cv.cvc,1
থামিয়ে,t̪ʰ a . m i . ʲ e,cv.cv.cv,cv.cv.cv,1
চেঞ্জ,c e n ɟ,cvcc,cvcc,1
বসলেন,b o ʃ . l e n,cvc.cvc,cvc.cvc,1
অনুধাবন,o . n u . d̪ʰ a . b o n,v.cv.cv.cvc,v.cv.cv.cvc,1
রেগে,r e . g e,cv.cv,cv.cv,1
সস্নেহে,ʃ ɔ s . n e . h e,cvc.cv.cv,cvc.cv.cv,1
বকা,b ɔ . k a,cv.cv,cv.cv,1
দেবেন,d̪ e . b e n,cv.cvc,cv.cvc,1
মালিশ,m a . l i ʃ,cv.cvc,cv.cvc,1
লাগলেন,l a g . l e n,cvc.cvc,cvc.cvc,1
শীতে,ʃ i . t̪ e,cv.cv,cv.cv,1
মাঘ,m a gʰ,cvc,cvc,1
এক্সিডেন্ট,e . s i . d e n t,v.cv.cvcc,v.cv.cvcc,1
নজরে,n ɔ . ɟ o . r e,cv.cv.cv,cv.cv.cv,1
দাদি,d̪ a . d̪ i,cv.cv,cv.cv,1
ফুফু,pʰ u . pʰ u,cv.cv,cv.cv,1
চাচারা,c a . c a . r a,cv.cv.cv,cv.cv.cv,1
আক্ষেপ,a k . kʰ e p,vc.cvc,vc.cvc,1
বলতেন,b o l . t̪ e n,cvc.cvc,cvc.cvc,1
কলিজার,k o . l i . ɟ a r,cv.cv.cvc,cv.cv.cvc,1
টুকরা,t u k . r a,cvc.cv,cvc.cv,1
পড়তেই,p o ɽ . t̪ e i̯,cvc.cvv,cvc.cv,1
বিশ্বাসঘাতকতা,b i ʃ . ʃ a ʃ . gʰ a . t̪ o . k ɔ . t̪ a,cvc.cvc.cv.cv.cv.cv,cvc.cvc.cv.cv.cv.cv,1
মুক্তাগাছার,m u k . t̪ a . g a . cʰ a r,cvc.cv.cv.cvc,cvc.cv.cv.cvc,1
মণ্ডা,m ɔ n . d a,cvc.cv,cvc.cv,1
খাওয়ালাম,kʰ a o̯ . ʷ a . l a m,cvv.cv.cvc,cv.cv.cvc,1
মণ্ডাও,m ɔ n . d a o̯,cvc.cvv,cvc.cv,1
ঢাকায়,dʰ a . k a ʲ,cv.cvc,cv.cvc,1
শায়েস্তা,ʃ a ʲ . e s . t̪ a,cvc.vc.cv,cvc.vc.cv,1
দেখাব,d̪ æ . kʰ a . b o,cv.cv.cv,cv.cv.cv,1
দুষ্টু,d̪ u ʃ . t u,cvc.cv,cvc.cv,1
বুঝবে,b u ɟʰ . b e,cvc.cv,cvc.cv,1
ধানে,d̪ʰ a . n e,cv.cv,cv.cv,1
চাল,c a l,cvc,cvc,1
দিব,d̪ i . b o,cv.cv,cv.cv,1
নিশ্চয়,n i ʃ . c ɔ ʲ,cvc.cvc,cvc.cvc,1
ধৈর্য,d̪ʰ o i̯ r . ɟ o,cvvc.cv,cvc.cv,1
সেসব,ʃ e . ʃ ɔ b,cv.cvc,cv.cvc,1
দেওয়াটা,d̪ æ o̯ . ʷ a . t a,cvv.cv.cv,cv.cv.cv,1
নেওয়াটা,n e o̯ . ʷ a . t a,cvv.cv.cv,cv.cv.cv,1
বিষয়টা,b i . ʃ ɔ ʲ . t a,cv.cvc.cv,cv.cvc.cv,1
বলবেনও,b o l . b e n . o,cvc.cvc.v,cvc.cvc.v,1
প্রশ্নোত্তর,p r o ʃ . n o t̪ . t̪ o r,ccvc.cvc.cvc,ccvc.cvc.cvc,1
পর্বে,p ɔ r . b e,cvc.cv,cvc.cv,1
শিক্ষাগুরু,ʃ i k . kʰ a . g u . r u,cvc.cv.cv.cv,cvc.cv.cv.cv,1
আদেশ,a . d̪ e ʃ,v.cvc,v.cvc,1
জ্ঞানপাপী,g æ̃ n . p a . p i,cvc.cv.cv,cvc.cv.cv,1
হোস,h o s,cvc,cvc,1
বরবাদ্নিষেধ,b ɔ r . b a d̪ . n i . ʃ e d̪ʰ,cvc.cvc.cv.cvc,cvc.cvc.cv.cvc,1
দেখিয়েছে,d̪ e . kʰ i . ʲ e . cʰ e,cv.cv.cv.cv,cv.cv.cv.cv,1
পড়ছেন,p o ɽ . cʰ e n,cvc.cvc,cvc.cvc,1
বন্ধুকে,b o n . d̪ʰ u . k e,cvc.cv.cv,cvc.cv.cv,1
বলছেন,b o l . cʰ e n,cvc.cvc,cvc.cvc,1
বেরোই,b e . r o i̯,cv.cvv,cv.cv,1
প্রস্তাব,p r o s . t̪ a b,ccvc.cvc,ccvc.cvc,1
আশঙ্কা,a . ʃ ɔ ŋ . k a,v.cvc.cv,v.cvc.cv,1
দেখব,d̪ e kʰ . b o,cvc.cv,cvc.cv,1
