word,ipa,freq
সুবিধা,ʃ u . b i . d̪ʰ a,1
পড়তাম,p o ɽ . t̪ a m,1
বিভাগের,b i . bʰ a . g e r,1
মাবুদ,m a . b u d̪,1
চিঠি,c i . tʰ i,1
প্রাপক,p r a . p o k,1
আপনারাই,a p . n a . r a i̯,1
ঘিরেই,gʰ i . r e i̯,1
ভাবনা,bʰ a b . n a,1
চিনতাম,c i n . t̪ a m,1
অন্যভাবে,o n . n o . bʰ a . b e,1
এখনকার,æ . kʰ o n . k a r,1
মিল,m i l,1
চিনে,c i . n e,1
উঠছি,u tʰ . cʰ i,1
সংগ্রাম,ʃ ɔ ŋ . g r a m,1
প্রত্যেকের,p r o t̪ . t̪ e . k e r,1
গল্পগুলো,g ɔ l . p o . g u . l o,1
অদ্ভুত,ɔ d̪ . bʰ u t̪,1
অনুপ্রেরণাদায়ী,o . n u . p r e . r o . n a . d̪ a . ʲ i,1
হোটেলে,h o . t e . l e,1
ব্যাগপত্র,b æ g . p ɔ t̪ . t̪ r o,1
রেখেই,r e . kʰ e i̯,1
সেরেই,ʃ e . r e i̯,1
বিশালতার,b i . ʃ a . l ɔ . t̪ a r,1
কীট,k i t,1
ক্ষমা,kʰ ɔ . m a,1
জ্ঞানীদের,g æ̃ . n i . d̪ e r,1
গ্লানি,g l a . n i,1
জীবনকে,ɟ i . b ɔ n . k e,1
আলোকিত,a . l o . k i . t̪ o,1
জ্ঞানার্জন,g æ̃ . n a r . ɟ o n,1
অমূল্য,ɔ . m u l . l o,1
শ্লীলতা,s l i . l ɔ . t̪ a,1
সাবলীল,ʃ a . b o . l i l,1
ট্রাফিক,t r a . pʰ i k,1
চলুন,c o . l u n,1
ডাস্টবিন,d a s t . b i n,1
সুনাগরিকের,ʃ u . n a . g o . r i . k e r,1
যিনি,ɟ i . n i,1
জ্বালাও,ɟ a . l a o̯,1
পারব,p a r . b o,1
স্বর,ʃ ɔ r,1
বেয়াদবি,b e . ʲ a d̪ . b i,1
ড্রামস,d r a m s,1
স্লোগান,s l o . g a n,1
শিশুটিকে,ʃ i . ʃ u . t i . k e,1
জরুরি,ɟ o . r u . r i,1
সুগন্ধ,ʃ u . g ɔ n . d̪ʰ o,1
মাথাব্যাথা,m a . t̪ʰ a . b æ . t̪ʰ a,1
কমাতে,k ɔ . m a . t̪ e,1
সহায়ক,ʃ ɔ . h a ʲ . o k,1
শহরই,ʃ ɔ . h o r . i,1
স্ট্রাইক,s t r a i̯ k,1
মনও,m o n . o,1
শায়িত,ʃ a . ʲ i . t̪ o,1
বীর,b i r,1
মুক্তিযোদ্ধারা,m u k . t̪ i . ɟ o d̪ . d̪ʰ a . r a,1
জ্ঞাপন,g æ̃ . p o n,1
লেখার,l e . kʰ a r,1
ব্লগ,b l ɔ g,1
স্প্রিং,s p r i ŋ,1
খুলুন,kʰ u . l u n,1
লোহার,l o . h a r,1
নতুবা,n o . t̪ u . b a,1
নবের,n ɔ . b e r,1
স্ক্রু,s k r u,1
ঘোরান,gʰ o . r a n,1
ঢিল,dʰ i l,1
দোটানায়,d̪ o . t a . n a ʲ,1
কাটালেন,k a . t a . l e n,1
দ্বিধা,d̪ i . d̪ʰ a,1
উঠুন,u . tʰ u n,1
ক্রয়,k r ɔ ʲ,1
মিটবে,m i t . b e,1
পুষ্টির,p u ʃ . t i r,1
চাহিদা,c a . h i . d̪ a,1
ক্রেতাকে,k r e . t̪ a . k e,1
স্প্রেডশিটে,s p r e d . ʃ i . t e,1
প্রান্তে,p r a n . t̪ e,1
দাঁড়ান,d̪ ã . ɽ a n,1
স্থাপত্যগুলো,s t̪ʰ a . p ɔ t̪ . t̪ o . g u . l o,1
কাগজটা,k a . g o ɟ . t a,1
দাঁড়ায়,d̪ ã . ɽ a ʲ,1
গোসলে,g o . s ɔ . l e,1
শার্ট,ʃ a r t,1
কাজই,k a ɟ . i,1
কাজের,k a . ɟ e r,1
পাশাপাশি,p a . ʃ a . p a . ʃ i,1
অবসর,ɔ . b o . ʃ ɔ r,1
সময়েও,ʃ ɔ . m ɔ . ʲ e o̯,1
পাড়ার,p a . ɽ a r,1
ফুটবল,pʰ u t . b ɔ l,1
পুকুরে,p u . k u . r e,1
একবার,æ k . b a r,1
বন্ধুরা,b o n . d̪ʰ u . r a,1
বেচে,b e . c e,1
উপলক্ষ,u . p o . l ɔ k . kʰ o,1
ভিড়,bʰ i ɽ,1
রিক্সায়,r i k . ʃ a ʲ,1
স্যারকে,s a r . k e,1
ভান,bʰ a n,1
যাত্রায়,ɟ a t̪ . t̪ r a ʲ,1
ভেতর,bʰ e . t̪ o r,1
রয়েই,r o . ʲ e i̯,1
মাসের,m a . ʃ e r,1
বেতনটা,b e . t̪ o n . t a,1
পেয়েই,p e . ʲ e i̯,1
নিতুকে,n i . t̪ u . k e,1
নিতুর,n i . t̪ u r,1
রাগও,r a g . o,1
গলে,g o . l e,1
বাসগুলো,b a s . g u . l o,1
ইচ্ছামতো,i c . cʰ a . m ɔ . t̪ o,1
গাফিলতির,g a . pʰ i . l o . t̪ i r,1
মরে,m o . r e,1
ঝরে,ɟʰ ɔ . r e,1
রুটিগুলি,r u . t i . g u . l i,1
একদিনও,e k . d̪ i n . o,1
ক্লাসের,k l a . s e r,1
লেখে,l e . kʰ e,1
আনে,a . n e,1
প্রতিদিনই,p r o . t̪ i . d̪ i . n i,1
ছেলেগুলোকে,cʰ e . l e . g u . l o . k e,1
শেষে,ʃ e . ʃ e,1
ফিরত,pʰ i r . t̪ o,1
ফিরছিলাম,pʰ i r . cʰ i . l a m,1
ঘেঁষে,gʰ ẽ . ʃ e,1
বসি,b o . ʃ i,1
ইচ্ছে,i c . c h e,1
লোকটাকে,l o k . t a . k e,1
উঠানো,u . tʰ a . n o,1
যাওয়ায়,ɟ a o̯ . ʷ a i̯,1
নড়ে,n ɔ . ɽ e,1
জীবনটা,ɟ i . b ɔ n . t a,1
সুন্দরভাবে,ʃ u n . d̪ ɔ r . bʰ a . b e,1
গড়ে,g ɔ . ɽ e,1
সময়টাও,ʃ ɔ . m ɔ ʲ . t a . o,1
লড়ে,l ɔ . ɽ e,1
ঘুমে,gʰ u . m e,1
ঢলে,d̪ʰ o . l e,1
পড়ছে,p o ɽ . cʰ e,1
জ্বলে,ɟ ɔ . l e,1
রুটি,r u . t i,1
রুটিগুলো,r u . t i . g u . l o,1
টিফিন,t i . pʰ i n,1
বক্সে,b ɔ k . s e,1
আচ্ছন্নতা,a c . cʰ ɔ n . n o . t̪ a,1
কাটান,k a . t a n,1
আদিখ্যেতা,a . d̪ i k . kʰ e . t̪ a,1
বিস্তারিত,b i s . t̪ a . r i . t̪ o,1
চিন্তিত,c i n . t̪ i . t̪ o,1
সন্ন্যাসে,ʃ o n . n a . ʃ e,1
বিজ্ঞান,b i g . g æ̃ n,1
ভগ্নাংশ,bʰ ɔ g . n a ŋ . ʃ o,1
রূপান্তর,r u . p a n . t̪ ɔ r,1
সবশেষে,ʃ ɔ b . ʃ e . ʃ e,1
মুদ্রণ,m u d̪ . d̪ r o n,1
লেখাটি,l e . kʰ a . t i,1
আমন্ত্রণ,a . m o n . t̪ r ɔ n,1
স্কুলের,s k u . l e r,1
ছাত্রীদের,cʰ a t̪ . r i . d̪ e r,1
প্রতিক্রিয়া,p r o . t̪ i k . k r i . ʲ a,1
সন্ধান,ʃ ɔ n . d̪ʰ a n,1
জায়গাটার,ɟ a ʲ . g a . t a r,1
অক্ষত,ɔ k . kʰ ɔ . t̪ o,1
স্মৃতিগুলো,s r ĩ . t̪ i . g u . l o,1
বিক্রেতাকে,b i k . k r e . t̪ a . k e,1
বলুন,b o . l u n,1
বিক্রয়,b i k . r o ʲ,1
পণ্যগুলো,p o n . n o . g u . l o,1
হয়ো,h o ʲ . o,1
আহ্বান,a o̯ . bʰ a n,1
কন্ট্রোল,k ɔ n . t r o l,1
নিষ্ক্রিয়,n i ʃ . k r i . ʲ o,1
বোমাটি,b o . m a . t i,1
এক্সপার্টের,e k s . p a r . t e r,1
চক্রাকারে,c ɔ k . k r a . k a . r e,1
গণ্ডগোল,g ɔ n . d o . g o l,1
হট্টগোল,h ɔ t . t o . g o l,1
বিদ্বানদের,b i d̪ . d̪ a n . d̪ e r,1
উল্লেখ,u l . l e kʰ,1
বাক্যগঠন,b a k . k o . g ɔ . tʰ o n,1
ভুলগুলো,bʰ u l . g u . l o,1
সূক্ষ্মভাবে,ʃ u k . kʰ õ . bʰ a . b e,1
ব্যস্ততা,b æ s . t̪ o . t̪ a,1
কমান,k ɔ . m a n,1
সংগ্রহে,ʃ ɔ ŋ . g r o . h e,1
পাথরগুলো,p a . t̪ʰ o r . g u . l o,1
মূল্যবান,m u l . l o . b a n,1
দুর্বলকে,d̪ u r . b ɔ l . k e,1
বঞ্চনা,b ɔ n . c o . n a,1
বর্ডার,b ɔ r . d a r,1
সদ্ব্যবহার,ʃ ɔ d̪ . b æ . b o . h a r,1
ভিজো,bʰ i . ɟ o,1
বজ্রপাতের,b ɔ ɟ . ɟ r o . p a . t̪ e r,1
কার্নিশে,k a r . n i . ʃ e,1
দাঁড়িও,d̪ ã . ɽ i . o,1
বর্ষাতি,b ɔ r . ʃ a . t̪ i,1
কেনো,k æ . n o,1
আহ্লাদ,a l . h a d̪,1
লণ্ঠনটা,l ɔ n . tʰ o n . t a,1
গরুর,g o . r u r,1
টানো,t a . n o,1
উল্লাস,u l . l a ʃ,1
পাঞ্জাবিটা,p a n . ɟ a . b i . t a,1
অক্ষরটা,ɔ k . kʰ o r . t a,1
লেখো,l æ . kʰ o,1
সাক্ষর,ʃ a k . kʰ o r,1
স্মৃতি,s r ĩ . t̪ i,1
শুনুন,ʃ u . n u n,1
সামান্তরিক,ʃ a . m a n . t̪ o . r i k,1
আঁকুন,ã . k u n,1
প্রলম্বিত,p r o . l o m . b i . t̪ o,1
নিম্নমুখী,n i m . n o . m u . kʰ i,1
ঊর্ধ্বমুখী,u r . d̪ʰ o . m u . kʰ i,1
আচ্ছন্ন,a c . cʰ ɔ n . n o,1
থ্যাতলানো,t̪ʰ æ t̪ . l a . n o,1
বরইয়ের,b o r . i̯ . ʲ e r,1
লবন,l ɔ . b o n,1
মরিচ,m o . r i c,1
মাখালেই,m a . kʰ a . l e i̯,1
বরই,b o . r o i̯,1
ভর্তা,bʰ ɔ r t̪ . t̪ a,1
মিথ্যা,m i t̪ . t̪ʰ a,1
গুড়ুম,g u . ɽ u m,1
বিমুগ্ধতা,b i . m u g . d̪ʰ o . t̪ a,1
এড়ায়নি,æ . ɽ a ʲ . n i,1
ফরাসি,pʰ ɔ . r a . ʃ i,1
উদ্ভূত,u d̪ . bʰ u . t̪ o,1
বাগ্মিতার,b a g . m i . t̪ a r,1
বাক্পটু,b a k . p o . t u,1
গ্যাঁজদাঁতে,g æ̃ ɟ . d̪ ã . t̪ e,1
আত্মগ্লানিতে,a t̪ . t̪ õ . g l a . n i . t̪ e,1
দুষ্কর্ম,d̪ u ʃ . k ɔ r . m o,1
করাই,k ɔ . r a i̯,1
কৃতঘ্নতার,k r i . t̪ ɔ gʰ . n o . t̪ a r,1
কারনেই,k a . r o . n e i̯,1
অভিযুক্ত,o . bʰ i . ɟ u k . t̪ o,1
বস্তুকে,b o ʃ . t̪ u . k e,1
বৈষ্ণব,b o i̯ ʃ . n ɔ b,1
শাস্ত্রমতে,ʃ a s . t̪ r o . m ɔ . t̪ e,1
ভগবানের,bʰ ɔ . g o . b a . n e r,1
স্বরূপশক্তি,ʃ ɔ . r u p . ʃ o k . t̪ i,1
ভগবান,bʰ ɔ . g o . b a n,1
হ্লাদিনী,h l a . d̪ i . n i,1
মহাবিশ্বে,m ɔ . h a . b i ʃ . ʃ e,1
বিদ্যমান,b i d̪ . d̪ o . m a n,1
চিরন্তন,c i . r ɔ n . t̪ o n,1
অখণ্ড,ɔ . kʰ ɔ n . d o,1
সত্যের,ʃ o t̪ . t̪ e r,1
ধারণাকে,d̪ʰ a . r o . n a . k e,1
উজ্জীবন,u ɟ . ɟ i . b o n,1
নব,n ɔ . b o,1
সঞ্চার,ʃ ɔ n . c a r,1
ট্রেকিংয়ের,t r e . k i ŋ . e r,1
প্রজ্জ্বলিত,p r o ɟ . ɟ o . l i . t̪ o,1
ঘুমানো,gʰ u . m a . n o,1
ব্যাকরণে,b æ . k ɔ . r o . n e,1
মধ্যপদলোপী,m o d̪ . d̪ʰ o . p ɔ . d̪ . l o . p i,1
কর্মধারয়,k ɔ r . m o . d̪ʰ a . r ɔ ʲ,1
সমাসের,ʃ ɔ . m a . ʃ e r,1
শহীদ,ʃ o . h i d̪,1
রুমির,r u . m i r,1
প্রকৃতপক্ষে,p r o . k r i . t̪ o . p o k . kʰ e,1
রত্নগর্ভা,r ɔ t̪ . n o . g ɔ r . bʰ a,1
স্বপ্নাদেশে,ʃ ɔ p . n a . d̪ e . ʃ e,1
তাবিজবাবা,t̪ a . b i ɟ . b a . b a,1
সঙ্গের,ʃ ɔ ŋ . g e r,1
প্রভাবে,p r o . bʰ a . b e,1
উচ্ছন্নে,u c . cʰ ɔ n . n e,1
আপ্যায়িত,a p . p a . ʲ i . t̪ o,1
উজ্জ্বলতম,u ɟ . ɟ ɔ l . t̪ ɔ . m o,1
লুব্ধক,l u b . d̪ʰ ɔ k,1
পাতা,p a . t̪ a,1
উল্টানো,u l . t a . n o,1
ইদ,i d̪,1
ভ্রাতৃত্বকে,bʰ r a t̪ . t̪ r i t̪ . t̪ o . k e,1
আশ্লেষে,a ʃ . l e . ʃ e,1
অকৃষ্ণকর্মা,ɔ . k r i ʃ . n o . k ɔ r . m a,1
নিষ্কলঙ্ক,n i ʃ . k o . l ɔ ŋ . k o,1
ব্যক্তিকেই,b e k . t̪ i . k e i̯,1
পরস্পরবিরোধী,p ɔ . r o ʃ . p ɔ r . b i . r o . d̪ʰ i,1
মনোভাবের,m o . n o . bʰ a . b e r,1
দুর্দশা,d̪ u r . d̪ ɔ . ʃ a,1
সুস্মিতা,ʃ u ʃ . m i . t̪ a,1
শব্দটির,ʃ ɔ b . d̪ o . t i r,1
তোকে,t̪ o . k e,1
বুঝলি,b u ɟʰ . l i,1
বুঝলে,b u ɟʰ . l e,1
বলবি,b o l . b i,1
বলবে,b o l . b e,1
কুমড়া,k u m . ɽ a,1
খাবেন,kʰ a . b e n,1
মাশরাফিদের,m a ʃ . r a . pʰ i . d̪ e r,1
প্রসন্ন,p r o . ʃ ɔ n . n o,1
রাফি,r a . pʰ i,1
একাগ্র,æ . k a g . g r o,1
শীঘ্র,ʃ i gʰ . gʰ r o,1
করোনার,k ɔ . r o . n a r,1
ভ্যারিয়েন্টের,bʰ æ . r i . ʲ e n . t e r,1
প্রকোপ,p r o . k ɔ p,1
স্বর্গরাজ,ʃ ɔ r . g o . r a ɟ,1
ইন্দ্রের,i n . d̪ r e r,1
অস্ত্রের,ɔ s . t̪ r e r,1
বজ্র,b ɔ ɟ . ɟ r o,1
উড়িষ্যার,u . r i ʃ . ʃ a r,1
অধিবাসীদেরকে,o . d̪ʰ i . b a . ʃ i . d̪ e r . k e,1
ঔড্র,o u̯ d . d r o,1
পদ্ম,p ɔ d̪ . d̪ õ,1
ফুল,pʰ u l,1
প্রসাধনসামগ্রী,p r o . ʃ a . d̪ʰ o n . ʃ a . m o g . g r i,1
চীনের,c i . n e r,1
অভিধানে,o . bʰ i . d̪ʰ a . n e,1
পান্থ,p a n . t̪ʰ o,1
পথিক,p o . t̪ʰ i k,1
চন্দ্র,c ɔ n . d̪ r o,1
নক্ষত্র,n ɔ k . kʰ ɔ t̪ . t̪ r o,1
সৌরজগত,ʃ o u̯ . r o . ɟ ɔ . g o . t̪ o,1
মহকাশের,m ɔ h . k a . ʃ e r,1
সান্ধ্য,ʃ a n . d̪ʰ o,1
আইনের,a i̯ . n e r,1
বিপক্ষে,b i . p o k . kʰ e,1
আবাসিক,a . b a . ʃ i k,1
হলের,h ɔ . l e r,1
ছাত্রীরা,cʰ a t̪ . r i . r a,1
বিক্ষোভ,b i k . kʰ o bʰ,1
রৌপ্য,r o u̯ p . p o,1
রজত,r ɔ . ɟ ɔ t̪,1
রূপা,r u . p a,1
নব্য,n o b . b o,1
হিন্দুসমাজে,h i n . d̪ u . ʃ ɔ . m a . ɟ e,1
কুসংস্কার,k u . ʃ ɔ ŋ ʃ . k a r,1
পর্যাপ্ত,p ɔ r . ɟ a p . t̪ o,1
ভ্যাকসিন,bʰ æ k . s i n,1
মন্ত্রণালয়,m ɔ n . t̪ r o . n a . l ɔ ʲ,1
অভ্র,ɔ b . bʰ r o,1
বোর্ডের,b o r . d e r,1
উদ্ভাবকের,u d̪ . bʰ a . b ɔ . k e r,1
মেহেদী,m e . h e . d̪ i,1
হাসান,h a . s a n,1
খান,kʰ a n,1
নিম্নে,n i m . n e,1
স্ট্যাম্পে,s t æ m . p e,1
টিপসই,t i p . ʃ o i̯,1
অন্যায়ভাবে,ɔ n . n æ ʲ . bʰ a . b e,1
লম্ফ,l ɔ m . pʰ o,1
ঝম্ফ,ɟʰ ɔ m . pʰ o,1
আরম্ভ,a . r o m . bʰ o,1
সুস্বাস্থ্য,ʃ u . ʃ a s . t̪ʰ o,1
কাম্য,k a m . m o,1
গোল্ড,g o l d,1
দামে,d̪ a . m e,1
বাড়ছে,b a ɽ . cʰ e,1
কমছে,k o m . cʰ e,1
পুষ্প,p u ʃ . p o,1
ফোটে,pʰ o . t e,1
মাহীন,m a . h i n,1
একলব্যের,æ k . l o b . b e r,1
শিষ্য,ʃ i ʃ . ʃ o,1
আইনশাস্ত্রের,a i̯ n . ʃ a s . t̪ r e r,1
আইন,a i̯ n,1
বইয়ের,b o i̯ . ʲ e r,1
ব্রান্ডের,b r a n . d e r,1
বডি,b ɔ . d i,1
স্প্রে,s p r e,1
ফেরাতে,pʰ e . r a . t̪ e,1
সৌদি,s o u̯ . d̪ i,1
নিঃস্ব,n i ʃ . ʃ o,1
ফিরলেন,pʰ i r . l e n,1
আশাহত,a . ʃ a . h ɔ . t̪ o,1
নাবিলকে,n a . b i l . k e,1
ভস্মে,bʰ ɔ ʃ . ʃ ẽ,1
ঢালা,dʰ a . l a,1
একই,æ k . i,1
টিকেটে,t i . k e . t e,1
ভ্রমণ,bʰ r o . m o n,1
সেলামী,s e . l a . m i,1
সাপুড়ের,ʃ a . p u . ɽ e r,1
জনতার,ɟ ɔ . n o . t̪ a r,1
ইলেক্ট্রন,i . l e k . t r ɔ n,1
প্রোটন,p r o . t o n,1
নিউট্রনের,n i u̯ . t r ɔ . n e r,1
সমন্বয়ে,ʃ ɔ . m ɔ n . n ɔ ʲ . e,1
গঠিত,g o . tʰ i . t̪ o,1
মৌল,m o u̯ . l o,1
পদার্থের,p ɔ . d̪ a r . t̪ʰ e r,1
সূক্ষ্মতম,ʃ u k . kʰ õ . t̪ ɔ . m o,1
একেই,e . k e i̯,1
বয়লে,b ɔ ʲ . l e,1
অকালপক্বতা,ɔ . k a l . p ɔ k . k o . t̪ a,1
গির্জা,g i r . ɟ a,1
খ্রিস্টান,kʰ r i ʃ . t a n,1
সম্প্রদায়ের,ʃ ɔ m . p r o . d̪ a ʲ . e r,1
উপাসনালয়,u . p a . ʃ ɔ . n a . l o ʲ,1
রুগ্ণ,r u g . n o,1
দুর্বল,d̪ u r . b ɔ l,1
কাহিল,k a . h i l,1
অবিদগ্ধ,ɔ . b i . d̪ ɔ g . d̪ʰ o,1
পন্ডিত,p o n . d i t̪,1
বিদ্বান,b i d̪ . d̪ a n,1
অগ্ন্যুদ্গম,o g . n u d̪ . g ɔ m,1
অগ্ন্যুদ্গার,o g . n u d̪ . g a r,1
আগ্নেয়,a g . n e . ʲ o,1
পর্বত,p ɔ r . b o t̪,1
কামানাদি,k a . m a . n a . d̪ i,1
আগ্নেয়াস্ত্র,a g . n e . ʲ a s . t̪ r o,1
ঋগ্বেদ,r i g . b e d̪,1
হিন্দুদের,h i n . d̪ u . d̪ e r,1
ধর্মগ্রন্থ,d̪ʰ ɔ r . m o . g r o n . t̪ʰ o,1
ঐকাগ্র্য,o i̯ . k a g . g r o,1
ঘ্যাচড়া,gʰ æ c . ɽ a,1
হয়েগেছে,h o . ʲ e . g e . cʰ e,1
পাকবে,p a k . b e,1
ভাষা,bʰ a . ʃ a,1
কতকটা,k ɔ . t̪ o k . t a,1
অপাঙ্ক্তেয়,ɔ . p a ŋ k . t̪ e . ʲ o,1
বস্তু,b o s . t̪ u,1
সাঙ্খ্য,ʃ a ŋ . kʰ o,1
সাংখ্য,ʃ a ŋ . kʰ o,1
ব্যঙ্গ্যোক্তির,b æ ŋ . g o k . t̪ i r,1
অলঙ্ঘ্য,ɔ . l o ŋ . gʰ o,1
অলঙ্ঘনীয়,ɔ . l ɔ ŋ . gʰ o . n i . ʲ o,1
লঙ্ঘন,l ɔ ŋ . gʰ o n,1
সমুচ্ছ্রিত,ʃ o . m u c . cʰ r i . t̪ o,1
অতিশয়,o . t̪ i . ʃ ɔ ʲ,1
স্ফীত,s pʰ i . t̪ o,1
বৃদ্ধিপ্রাপ্ত,b r i d̪ . d̪ʰ i . p r a p . t̪ o,1
আপাতদৃষ্টিতে,a . p a . t̪ o . d̪ r i ʃ . t i . t̪ e,1
স্থানচ্যুতি,s t̪ʰ a n . c u . t̪ i,1
অন্তরে,ɔ n . t̪ ɔ . r e,1
দীপের,d̪ i . p e r,1
উজ্জ্বলতা,u ɟ . ɟ ɔ . l ɔ . t̪ a,1
কুজ্ঝটিকা,k u ɟ . ɟʰ o . t i . k a,1
কুয়াশা,k u . ʲ a . ʃ a,1
এহেন,e . h æ . n o,1
অন্ততঃ,ɔ n . t̪ o . t̪ o,1
বাঞ্ছনীয়,b a n . cʰ o . n i . ʲ o,1
খট্বা,kʰ ɔ t . t a,1
শয়ন,ʃ ɔ . ʲ ɔ n,1
খাট,kʰ a t,1
কুট্মল,k u t . m ɔ l,1
কুঁড়ি,k ũ . ɽ i,1
অকাট্য,ɔ . k a t . t̪ o,1
কাটা,k a . t a,1
বড্ড,b ɔ d . d o,1
তাত্ত্বিক,t̪ a t̪ . t̪ i k,1
ড্যাবড্যাব,d æ b . d æ b,1
খড়্গ,kʰ ɔ ɽ . g o,1
প্রতিশব্দ,p r o . t̪ i . ʃ ɔ b . d̪ o,1
তরবারি,t̪ ɔ . r o . b a . r i,1
ঢ্যাঁড়শ,dʰ æ̃ . ɽ . ʃ o,1
ডায়াবেটিস,d a . ʲ a . b e . t i s,1
নিয়ন্ত্রনে,n i . ʲ o n . t̪ r o . n e,1
আলস্য,a . l o ʃ . ʃ o,1
মন্থর,m ɔ n . t̪ʰ o r,1
গমনে,g ɔ . m o . n e,1
লুণ্ঠ্যমান,l u n . tʰ o . m a n,1
অন্তঃপুরে,ɔ n . t̪ o . p u . r e,1
পাণ্ড্য,p a n . d o,1
ভারতের,bʰ a . r o . t̪ e r,1
পুণ্ড্র,p u n . d r o,1
বাংলার,b a ŋ . l a r,1
জাতির,ɟ a . t̪ i r,1
ওনেক,o . n e k,1
ঢুণ্ঢনের,dʰ u n . dʰ ɔ . n e r,1
হিরণ্ময়,h i . r ɔ n . n . ɔ ʲ,1
স্বর্ণনির্মিত,ʃ ɔ r . n o . n i r . m i . t̪ o,1
খাঁটি,kʰ ã . t i,1
জিনিসের,ɟ i . n i . ʃ e r,1
সর্ব,ʃ ɔ r . b o,1
উৎকৃষ্ট,u t̪ . k r i ʃ . t o,1
আধারেই,a . d̪ʰ a . r e i̯,1
উৎখাত,u t̪ . kʰ a t̪,1
কলেজ,k ɔ . l e ɟ,1
গেটে,g e . t e,1
উত্ত্যক্ত,u t̪ . t̪ ɔ k . t̪ o,1
অশ্বথ,ɔ ʃ . ʃ ɔ t̪ʰ,1
উত্থান,u t̪ . t̪ʰ a n,1
পতনের,p ɔ . t̪ o . n e r,1
সাক্ষ্যি,ʃ a k . kʰ i,1
উৎপল,u t̪ . p ɔ l,1
বিক্রি,b i k . k r i,1
তিথি,t̪ i . t̪ʰ i,1
পড়লে,p o ɽ . l e,1
ত্র্যহস্পর্শ,t̪ r o . h ɔ . s p ɔ r . ʃ o,1
কাৎলা,k a t̪ . l a,1
মাছের,m a . cʰ e r,1
মুড়িধণ্ট,m u . ɽ i . d̪ʰ ɔ n . t o,1
উৎসব,u t̪ . ʃ ɔ b,1
মূখর,m u . kʰ ɔ r,1
পরিবেশে,p o . r i . b e . ʃ e,1
পৃথ্বীরাজ,p r i t̪ . t̪ʰ i . r a ɟ,1
চৌধুরী,c o u̯ . d̪ʰ u . r i,1
রাজা,r a . ɟ a,1
থ্রু,t̪ʰ r u,1
আ,a,1
গ্লাস,g l a s,1
ডার্কলি,d a r k . l i,1
সারসংক্ষেপ,ʃ a r . ʃ ɔ ŋ . kʰ e p,1
উদ্গার,u d̪ . g a r,1
ঢেকুর,dʰ e . k u r,1
তলাকে,t̪ ɔ . l a . k e,1
উদ্ঘাটন,u d̪ . gʰ a . t o n,1
তদ্দ্বারা,t̪ ɔ d̪ . d̪ a . r a,1
গুরুকাজ,g u . r u . k a ɟ,1
উদ্ভ্রান্তের,u d̪ . bʰ r a n . t̪ e r,1
এদিক,e . d̪ i k,1
সেদিক,ʃ e . d̪ i k,1
দারিদ্র্যর,d̪ a . r i d̪ . d̪ r o r,1
কষাঘাত,k ɔ . ʃ a . gʰ a t̪,1
ঢুকিয়ে,dʰ u . k i . ʲ e,1
অর্থগৃধ্নু,ɔ r . t̪ʰ o . g r i d̪ʰ . n u,1
গ্রাসে,g r a . ʃ e,1
উদরাধ্মান,u d̪ . r a . d̪ʰ ã n,1
পেট,p e t,1
ফাঁপা,pʰ ã . p a,1
জন্ম,ɟ ɔ n . m o,1
ধ্রুব,d̪ʰ r u . b o,1
হান্ড্রেড,h a n . d r e d,1
লন্ঠন,l o n . tʰ ɔ n,1
গ্রামবাসী,g r a m . b a . ʃ i,1
অগ্রসর,ɔ g . g r o . ʃ ɔ r,1
অন্ত্যজ,ɔ n . t̪ o . ɟ o,1
অন্ত্য,ɔ n . t̪ o,1
অ্যান্থ্রাক্স,æ n . t̪ʰ r a k s,1
স্বাতন্ত্র্য,ʃ a . t̪ o n . t̪ r o,1
অনিন্দ্য,ɔ . n i n . d̪ o,1
রুপ,r u p,1
লিপ্সা,l i p . ʃ a,1
দ্বন্দ্বের,d̪ ɔ n . d̪ e r,1
প্র্যাকটিস,p r æ k . t i s,1
সম্প্রদায়কে,ʃ ɔ m . p r o . d̪ a ʲ . k e,1
বিজয়,b i . ɟ ɔ ʲ,1
ফ্লেভারের,pʰ l e . bʰ a . r e r,1
কেক,k e k,1
কোনটা,k o n . t a,1
মেম্ব্রেন,m e m . b r e n,1
মস্তিষ্কের,m o s . t̪ i ʃ . k e r,1
সম্ভ্রম,ʃ ɔ m . bʰ r o m,1
ম্লান,m l a n,1
অতর্ক্য,ɔ . t̪ ɔ r . k o,1
তর্কের,t̪ ɔ r . k e r,1
দ্বারা,d̪ a . r a,1
মীমাংসা,m i . m a ŋ . ʃ a,1
বর্গীয়,b o r . g i . ʲ o,1
বর্গ্য,b ɔ r . g o,1
উভয়,u . bʰ ɔ ʲ,1
দ্বারায়,d̪ a . r a ʲ,1
অলক্ষ্য,ɔ . l o k . kʰ o,1
অবর্ণ্য,ɔ . b ɔ r . n o,1
মর্ত্যের,m ɔ r t̪ . t̪ e r,1
অস্পর্শ্য,ɔ s . p o r . ʃ o,1
রানী,r a . n i,1
নৈর্ব্যক্তিক,n o i̯ r . b æ k . t̪ i k,1
সহজ,ʃ ɔ . h o ɟ,1
ঔৎকর্ষ্য,o u̯ t̪ . k ɔ r . ʃ o,1
সুরের,ʃ u . r e r,1
মূর্ছনা,m u r . cʰ o . n a,1
গিরিবর্ত্ম,g i . r i . b ɔ r . t̪ m o,1
