tri_gram,freq,example
ারে,39,"['ওভারে', 'ব্যাপারে', 'অনাহারে']"
ইরে,3,"['বাইরে', 'বাইরের', 'বাইরেটাও']"
করা,10,"['করার', 'শ্রমিকরা', 'করাটাও']"
ধরে,4,"['ধরেছে', 'ধরেছিল', 'ধরেও']"
করল,6,"['করলেন', 'করলাম', 'করলেও']"
মরা,3,"['আমরা', 'তোমরা', 'মরা']"
আরও,1,['আরও']
করব,3,"['করবেন', 'করব', 'করবে']"
ঘরে,2,"['ঘরে', 'ঘরের']"
পরে,5,"['উপরে', 'উপরেই', 'পরের']"
েরি,3,"['বেরিয়ে', 'দেরি', 'পেরিয়ে']"
এরপ,1,['এরপর']
ারি,23,"['বিস্তারিত', 'জারি', 'ভ্যারিয়েন্টের']"
ুরো,2,"['পুরো', 'অনুরোধ']"
িরে,6,"['খাতিরে', 'অচিরেই', 'ফিরে']"
পর্যন্ত,1,['পর্যন্ত']
করো,4,"['করোনাভাইরাসের', 'করো', 'করোনার']"
এরা,2,"['এরাই', 'এরা']"
ারণ,10,"['ধারণ', 'নির্ধারণ', 'কারণ']"
ৈরি,1,['তৈরি']
ভরে,1,['ভরে']
ারো,3,"['বারোটা', 'বারো', 'কারো']"
েরা,10,"['সন্তানেরা', 'ফেরার', 'ছেলেরাই']"
করি,7,"['চাকরি', 'করিনি', 'করিস']"
শরী,3,"['শরীর', 'শরীরটা', 'শরীরের']"
ারপ,4,"['চারপাশে', 'তারপর', 'চারপাশ']"
দরজ,5,"['দরজায়', 'দরজার', 'দরজা']"
ারত,5,"['পারত', 'ভারতে', 'পারতাম']"
ারব,4,"['পারবে', 'পারবেন', 'বারবার']"
েরো,5,"['সতেরো', 'পনেরোই', 'পনেরো']"
পরা,5,"['পরাঙ্মুখ', 'অপরাহ্ণের', 'পরা']"
পরী,4,"['পরীক্ষার', 'পরীক্ষাটা', 'পুনঃপরীক্ষা']"
ূরে,1,['দূরে']
িরা,8,"['অবিরাম', 'চাষিরা', 'নিরামিষ']"
মর্মি,1,['সহমর্মিতা']
িরল,4,"['বিরল', 'ফিরলাম', 'ফিরল']"
পরি,21,"['পরিতৃপ্ত', 'পরিষ্কার', 'অপরিহার্য']"
ারছ,3,"['পারছেন', 'পারছিলাম', 'পারছে']"
ুরে,8,"['অন্তঃপুরে', 'রংপুরের', 'সুরের']"
েরণ,2,"['অনুপ্রেরণা', 'অনুপ্রেরণাদায়ী']"
করছ,7,"['করছো', 'করছেন', 'করছ']"
ির্দে,3,"['নির্দেশে', 'নির্দেশমতো', 'নির্দেশ']"
আরে,3,"['আরেকটা', 'আরেকটু', 'আরেক']"
বরং,1,['বরং']
গরম,1,['গরম']
ুরত,1,['ঘুরতে']
ারল,3,"['পারলাম', 'সারল্যতা', 'পারলে']"
পর্যস্ত,1,['বিপর্যস্ত']
সরক,4,"['সরকার', 'সরকারকে', 'সরকারের']"
জরু,2,"['জরুরি', 'জরুরী']"
ুরী,3,"['জরুরী', 'চৌধুরী', 'চাকুরী']"
হরণ,1,['উদাহরণ']
োরে,6,"['কিশোরের', 'ভোরের', 'ভোরে']"
গরে,2,"['সাগরে', 'সাগরের']"
ধরত,1,['ধরতে']
বরট,1,['খবরটা']
ুরি,4,"['চুরি', 'জরুরি', 'ফুরিয়েছেন']"
সরে,2,"['সরে', 'আসরে']"
ারী,4,"['যাত্রীবহনকারী', 'ভারী', 'অনাহারী']"
পরূ,1,['অপরূপ']
ৌরব,1,['সগৌরবে']
ির্ভা,2,"['আবির্ভাব', 'আবির্ভাবের']"
েরে,5,"['সেরেই', 'পেরে', 'সেরে']"
ারও,7,"['তারও', 'আবারও', 'একবারও']"
এরক,1,['এরকম']
অর্থন,1,['অর্থনৈতিক']
ূর্তি,1,['মূর্তিমান']
ির্বা,1,['নির্বাচনের']
ার্জন,3,"['উপার্জন', 'উপার্জনের', 'জ্ঞানার্জন']"
জরি,1,['জরিমানা']
ীরে,4,"['কাশ্মীরের', 'জাহাঙ্গীরের', 'ধীরে']"
বর্ণন,1,"['বর্ণনা', 'স্বর্ণনির্মিত']"
ির্দি,1,['নির্দিষ্ট']
পরব,2,"['পরবর্তী', 'পরস্পরবিরোধী', 'পরবর্তীতে']"
বর্তী,3,"['পরবর্তী', 'চক্রবর্তী', 'পরবর্তীতে']"
লরা,2,"['জলরাশির', 'জলরাশি']"
তরট,1,['ভিতরটা']
ার্তা,1,['শুভেচ্ছাবার্তা']
ইরা,2,"['করোনাভাইরাসের', 'ভাইরাল']"
ূর্তে,2,"['মুহূর্তের', 'মুহূর্তে']"
ার্যক,1,['কার্যকর']
ারক,6,"['স্যারকে', 'মোবারক', 'পরিবারকে']"
কর্কশ,2,"['কর্কশিট', 'কর্কশিটের']"
বরদ,1,['খবরদারি']
ওরা,1,['ওরা']
পর্যয়,1,['বিপর্যয়']
ারভ,1,['ইন্টারভিউ']
ুর্দা,2,"['দুর্দান্তই', 'দুর্দান্ত']"
পরপ,1,['পরপর']
বরে,1,"['তারস্বরে', 'খবরের', 'স্বরে']"
দরে,1,['চাদরে']
ারই,4,"['যতবারই', 'আমারই', 'করারই']"
ঘরট,1,['ঘরটা']
তরা,4,"['প্রাতরাশ', 'সুতরাং', 'সাঁতরায়']"
বর্ধন,2,"['সংবর্ধনা', 'শক্তিবর্ধনীয়']"
ুর্না,1,['দুর্নাম']
ির্দয়,1,['নির্দয়']
ার্টি,2,"['পার্টি', 'সার্টিফিকেট']"
ভর্,1,"['ভর্ৎসনা', 'ভর্তা']"
ধরা,2,"['ধরা', 'ধরার']"
ারট,6,"['নাম্বারটা', 'চারটা', 'চেয়ারটা']"
োর্টে,1,['কোর্টে']
ূর্বদ,1,['পূর্বদিক']
ারস,2,"['সারসংক্ষেপ', 'তারস্বরে', 'এক্সারসাইজ']"
ওরও,1,['ওরও']
ুর্ঘট,1,['দুর্ঘটনার']
অর্জন,2,"['অর্জন', 'অর্জনে']"
কর্তা,2,"['সৃষ্টিকর্তা', 'সৃষ্টিকর্তার']"
ভরস,1,['ভরসা']
ারশ,1,['ক্যাডারশিপ']
সরল,2,"['সরল', 'সরলতার']"
পরম্প,1,['বংশপরম্পরায়']
পর্বে,2,"['বৃষ্টিপর্বের', 'পর্বে']"
কর্মী,2,"['কর্মীকে', 'কর্মীদের']"
জরে,2,"['ফজরের', 'নজরে']"
বরব,1,['বরবাদ্নিষেধ']
ারম্য,1,['চেয়ারম্যান']
েরই,3,"['ছেলেদেরই', 'প্রশাসনেরই', 'তমাদেরই']"
ভরব,1,['ভরবে']
মরম,1,['রমরমা']
ূরণ,1,['পূরণ']
অর্থে,2,"['অর্থের', 'অর্থেই']"
ূর্বে,2,"['পূর্বের', 'পূর্বে']"
ারদ,2,"['হকারদের', 'জোতদারদের']"
ূর্যে,1,['সূর্যের']
ডরে,1,['সিডরের']
ার্গি,1,['নার্গিস']
োরা,4,"['মোরা', 'তোরাৃ', 'আনকোরা']"
ূর্ণি,1,['ঘূর্ণিঝড়ের']
দরু,1,['দরুণ']
ুরা,5,"['পরশুরাম', 'বন্ধুরা', 'সুরাহা']"
তরে,2,"['সাঁতরে', 'উত্তরে', 'অন্তরের']"
ার্থে,2,"['স্বার্থে', 'পদার্থের']"
ভরত,1,['ভরতে']
ির্মা,2,"['নির্মাণ', 'নির্মাণের']"
ীর্ঘস্থ,1,['দীর্ঘস্থায়ী']
োরো,1,['কোরো']
বর্তন,2,"['পরিবর্তনের', 'পরিবর্তন']"
েরট,1,['আগেরটা']
ার্টে,2,"['এক্সপার্টের', 'শার্টের']"
ধরল,2,"['ধরলাম', 'ধরল']"
অর্ডা,1,['অর্ডার']
িরক্ত,2,"['বিরক্তই', 'বিরক্ত']"
ার্সো,1,['পার্সোনাল']
দরক,1,['দরকার']
ধরন,1,['ধরনও']
আরক,1,"['আরক্ত', 'সিআরকে']"
ীরব,1,['নীরবতা']
জরক,1,['নজরকাড়া']
িরন্ত,2,"['চিরন্তন', 'নিরন্তর']"
ীর্ণত,1,['সংকীর্ণতাকে']
ার্বত,1,['পার্বতীর']
মরি,2,"['মরি', 'মরিচ']"
তর্পণ,2,"['তর্পণের', 'তর্পণ']"
ূর্বপ,2,"['পূর্বপুরুষদের', 'পূর্বপাশে']"
শরর,1,['বংশরর']
ার্থক,2,"['স্বার্থকেন্দ্রিক', 'সার্থক']"
ীরট,1,['শরীরটা']
েরক,4,"['তাদেরকেও', 'এদেরকে', 'অধিবাসীদেরকে']"
োরি,1,['স্টোরি']
ূর্গা,2,"['দূর্গার', 'দূর্গা']"
ীরূ,1,['দেবীরূপের']
টর্নে,1,['টর্নেডোর']
ুর্যো,2,"['দুর্যোগ', 'দুর্যোগের']"
িরপ,1,['নিরপেক্ষভাবে']
ুর্দশ,3,"['দুর্দশা', 'দুর্দশাগ্রস্ত', 'দুর্দশার']"
নর্বা,1,['পুনর্বাসন']
খরচ,1,['খরচ']
ুরব্ব,1,['মুরব্বিরা']
বরা,1,['মাঝবরাবর']
ূর্বা,1,['পূর্বাভাস']
ূরত্ব,2,"['দূরত্বে', 'দূরত্ব']"
ারস্ব,1,['তারস্বরে']
মর্শম,1,['পরামর্শমতো']
করণ,4,"['ব্যাকরণের', 'ব্যাকরণে', 'করণীয়']"
ীরা,3,"['পৃথ্বীরাজ', 'ছাত্রীরা', 'উপকূলবাসীরা']"
ৃরূ,1,['মাতৃরূপে']
ারহ,2,"['সুপারহিরো', 'মারহাবা']"
িরো,3,"['সুপারহিরো', 'পরস্পরবিরোধী', 'শিরোপা']"
োরক,1,['কিশোরকে']
ারগ,1,['অপারগ']
ধর্মী,1,['ধর্মীয়']
সর্বো,1,['সর্বোচ্চ']
মর্যা,1,['মর্যাদা']
মরণ,1,"['মরণের', 'স্মরণ']"
ার্মে,1,['ফার্মেসি']
ুরই,1,['কিছুরই']
বর্তম,1,['বর্তমানে']
ূর্ভি,1,['দূর্ভিক্ষ']
উরে,1,['শিউরে']
ঠরে,1,['কোঠরে']
ঝরছ,1,['ঝরছে']
চর্মস,1,['অস্থিচর্মসার']
ার্গে,1,['টার্গেট']
িরি,2,"['অতিরিক্ত', 'গিরিবর্ত্ম']"
ভরা,2,"['গাছভরা', 'ভরা']"
ুরন,1,['পুরনো']
শরু,1,['ওয়াশরুমে']
পরত,1,['পরতে']
নরা,3,"['পুনরায়', 'দিনরাত', 'ঘনরাম']"
োর্টা,2,"['রিপোর্টাররা', 'পোর্টালগুলো']"
ির্ভর,1,['নির্ভর']
েরও,2,"['তাদেরও', 'আমাদেরও']"
হরে,2,"['শহরে', 'শহরের']"
হরক,1,['শহরকে']
ারফ,2,"['পারফরম্যান্স', 'পারফরম্যান্সের']"
ফরম্য,2,"['পারফরম্যান্স', 'পারফরম্যান্সের']"
ির্ধা,1,['নির্ধারণ']
এরই,1,['এরই']
ারর,1,['রিপোর্টাররা']
ররা,1,['রিপোর্টাররা']
দর্শী,1,['প্রত্যক্ষদর্শীসহ']
ফরম,1,"['পারফরম্যান্স', 'পারফরম্যান্সের', 'ইনফরমেশন']"
দরট,1,['চাদরটা']
সরি,1,['সরিয়ে']
আরা,1,['আরামেই']
সর্দি,1,['সর্দি']
খরা,1,['খরা']
